rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
class	strmgCAMI2_short_read_sample_0	0.04994888416587887	0.7357913625548517	0.5406500303797618	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5026740504469224	0.7252053597633435	0.27114685640399877	0.04994888416587887	0.7357913625548517	0.5467119941806134	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5336247491865101	0.48572617900846904	0.2733559970903067
class	strmgCAMI2_short_read_sample_99	0.04994888416587887	0.7357913625548517	0.5735677864311877	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5083316886065598	0.7333676062793966	0.2873419357007981	0.04994888416587887	0.7357913625548517	0.5774519565843762	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.5325499526072718	0.3841535878260818	0.2887259782921881
class	strmgCAMI2_short_read_sample_74	0.04994888416587887	0.7357913625548517	0.5864133385590378	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5174206783513594	0.7464802467109096	0.2941164842457756	0.04994888416587887	0.7357913625548517	0.5926001047893622	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5488825051291016	0.49961438697771454	0.29630005239468105
class	strmgCAMI2_short_read_sample_73	0.04994888416587887	0.7357913625548517	0.5261141060879059	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.7234694503159668	0.5218728941027548	0.2640283393549746	0.04994888416587887	0.7357913625548517	0.533471545924815	0.6	0.375	0.4615384615384615	3.0	5.0	2.0	8.0	0.3	0.7693670249530652	0.3699873305077609	0.26673577296240764
class	strmgCAMI2_short_read_sample_72	0.04994888416587887	0.7357913625548517	0.5603600223988457	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6951233188033041	0.6327285121178	0.2813636498139779	0.04994888416587887	0.7357913625548517	0.5687396082713466	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7466069896910048	0.3836800944038769	0.2843698041356733
class	strmgCAMI2_short_read_sample_71	0.04994888416587887	0.7357913625548517	0.4965453095279723	0.6	0.6	0.6	3.0	2.0	2.0	5.0	0.42857142857142855	0.7660555197162559	0.47597705621192926	0.2493806330897109	0.04994888416587887	0.7357913625548517	0.5007921384639905	0.8	0.4	0.5333333333333333	4.0	6.0	1.0	10.0	0.36363636363636365	0.8218250814393031	0.3569140979587799	0.25039606923199526
class	strmgCAMI2_short_read_sample_70	0.04994888416587887	0.7357913625548517	0.6134898435362947	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5534838159188256	0.7985083564383896	0.3076236851905404	0.04994888416587887	0.7357913625548517	0.6192030799657247	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5829925084837673	0.5306626500515043	0.30960153998286233
class	strmgCAMI2_short_read_sample_7	0.04994888416587887	0.7357913625548517	0.5747713566071574	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.570768008427852	0.8234441752569323	0.2881995206950023	0.04994888416587887	0.7357913625548517	0.5804191272173301	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6000036613297954	0.5461468686621038	0.2902095636086651
class	strmgCAMI2_short_read_sample_69	0.04994888416587887	0.7357913625548517	0.508800285287267	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7719501336455085	0.7026592926439713	0.25522581533830624	0.04994888416587887	0.7357913625548517	0.5152704199292374	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.8045632249085855	0.580369687328624	0.2576352099646187
class	strmgCAMI2_short_read_sample_68	0.04994888416587887	0.7357913625548517	0.5579906849584996	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6878780578382441	0.6261335913802542	0.2798027125987764	0.04994888416587887	0.7357913625548517	0.5633096806148885	0.6	0.6	0.6	3.0	2.0	2.0	5.0	0.42857142857142855	0.7212739996139498	0.448152733349683	0.28165484030744425
class	strmgCAMI2_short_read_sample_67	0.04994888416587887	0.7357913625548517	0.4753964598386954	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.697863869218198	0.6352230686079848	0.2385624875629756	0.04994888416587887	0.7357913625548517	0.4825920050411845	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7430885468445215	0.38187197245734644	0.24129600252059225
class	strmgCAMI2_short_read_sample_66	0.04994888416587887	0.7357913625548517	0.5249918523113997	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6806259599396112	0.9819356971051674	0.26369091732735916	0.04994888416587887	0.7357913625548517	0.5339354271936344	0.6	0.6	0.6	3.0	2.0	2.0	5.0	0.42857142857142855	0.7325060056818302	0.45513157110484265	0.26696771359681715
class	strmgCAMI2_short_read_sample_65	0.04994888416587887	0.7357913625548517	0.29879145579384203	0.6	0.6	0.6	3.0	2.0	2.0	5.0	0.42857142857142855	0.7122042462576593	0.4425173787415804	0.1499360044117705	0.04994888416587887	0.7357913625548517	0.3059982173314608	0.6	0.3333333333333333	0.42857142857142855	3.0	6.0	2.0	9.0	0.2727272727272727	0.757692035972545	0.3448405064224816	0.15299910866573038
class	strmgCAMI2_short_read_sample_64	0.04994888416587887	0.7357913625548517	0.5864346080649314	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6409863209478719	0.9247477865091563	0.29434721384186113	0.04994888416587887	0.7357913625548517	0.5941120023548087	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6831698725000966	0.4928028935703174	0.2970560011774044
class	strmgCAMI2_short_read_sample_63	0.04994888416587887	0.7357913625548517	0.5986479607411846	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.8657146671151392	0.6244811285359256	0.3006736959369934	0.04994888416587887	0.7357913625548517	0.6076259031727297	0.6	0.5	0.5454545454545454	3.0	3.0	2.0	6.0	0.375	0.9142464003839518	0.5102506313405097	0.30381295158636484
class	strmgCAMI2_short_read_sample_62	0.04994888416587887	0.7357913625548517	0.5783673717242851	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6768217075611345	0.4882236605322245	0.2901436577170441	0.04994888416587887	0.7357913625548517	0.5753985045276109	0.8	0.5714285714285714	0.6666666666666666	4.0	3.0	1.0	7.0	0.5	0.7168725501353883	0.36839961520495207	0.28769925226380544
class	strmgCAMI2_short_read_sample_61	0.04994888416587887	0.7357913625548517	0.5830023088762819	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.414467089312322	0.5979496143625701	0.29245885607396355	0.04994888416587887	0.7357913625548517	0.5895516173751184	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.4473996047105821	0.40724067018491295	0.2947758086875592
class	strmgCAMI2_short_read_sample_60	0.04994888416587887	0.7357913625548517	0.5462230735061679	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5024026426551245	0.724813801088058	0.27399309322126825	0.04994888416587887	0.7357913625548517	0.5526579544575086	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5348731931058441	0.4868625616360906	0.2763289772287544
class	strmgCAMI2_short_read_sample_6	0.04994888416587887	0.7357913625548517	0.33832610023865817	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.7036209940788463	0.6404634294887355	0.16982097332068716	0.04994888416587887	0.7357913625548517	0.3427202624757532	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7517797869793876	0.3863383863557916	0.1713601312378766
class	strmgCAMI2_short_read_sample_59	0.04994888416587887	0.7357913625548517	0.6066875586534284	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5895462150996287	0.8505354008990924	0.3042913081358375	0.04994888416587887	0.7357913625548517	0.612915333051114	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6211754386871418	0.5654182509101703	0.306457666525557
class	strmgCAMI2_short_read_sample_58	0.04994888416587887	0.7357913625548517	0.3112539542806413	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6921210694192227	0.9985196345458786	0.15623696854964964	0.04994888416587887	0.7357913625548517	0.31906249556240796	0.4	0.4	0.4000000000000001	2.0	3.0	3.0	5.0	0.25	0.7381501056906892	0.4586384476144949	0.15953124778120398
class	strmgCAMI2_short_read_sample_57	0.04994888416587887	0.7357913625548517	0.34774297505242274	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.8473962997739908	0.47294087980407057	0.17460231631881645	0.04994888416587887	0.7357913625548517	0.3561143278272694	0.8	0.4	0.5333333333333333	4.0	6.0	1.0	10.0	0.36363636363636365	0.898946962449904	0.39040770531568303	0.1780571639136347
class	strmgCAMI2_short_read_sample_56	0.04994888416587887	0.7357913625548517	0.6051396648863203	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5790185495710864	0.8353471900489269	0.30356175627304655	0.04994888416587887	0.7357913625548517	0.6116749006951032	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6159601381703173	0.4443213183617987	0.30583745034755166
class	strmgCAMI2_short_read_sample_76	0.04994888416587887	0.7357913625548517	0.2164198353561453	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6772001804654941	0.9769933420466795	0.10836882627160123	0.04994888416587887	0.7357913625548517	0.2193525716234975	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6943033687600231	0.6319821614245312	0.10967628581174876
class	strmgCAMI2_short_read_sample_55	0.04994888416587887	0.7357913625548517	0.4400322535962815	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7332538174178995	0.5289308230508526	0.22087378970905633	0.04994888416587887	0.7357913625548517	0.44772434401421035	0.6	0.375	0.4615384615384615	3.0	5.0	2.0	8.0	0.3	0.7811916686897973	0.37567378213418157	0.22386217200710515
class	strmgCAMI2_short_read_sample_77	0.04994888416587887	0.7357913625548517	0.5880554292454787	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.3882124621767447	0.5600721939936839	0.2943991362627938	0.04994888416587887	0.7357913625548517	0.590578681485749	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.40330707847782454	0.3671059232067842	0.29528934074287455
class	strmgCAMI2_short_read_sample_79	0.04994888416587887	0.7357913625548517	0.4284808153473547	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.8770707717122019	0.489502517930083	0.2149568363242538	0.04994888416587887	0.7357913625548517	0.4351466061435659	0.8	0.4	0.5333333333333333	4.0	6.0	1.0	10.0	0.36363636363636365	0.9193192966244613	0.3992552976311823	0.217573303071783
class	strmgCAMI2_short_read_sample_98	0.04994888416587887	0.7357913625548517	0.6181110452896434	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5330544263825764	0.769034977466054	0.31015810101290175	0.04994888416587887	0.7357913625548517	0.6252208281034999	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.5725750272405097	0.41302557616837327	0.31261041405175
class	strmgCAMI2_short_read_sample_97	0.04994888416587887	0.7357913625548517	0.5458155541955567	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5542097218335661	0.7995556173017377	0.2736646667800714	0.04994888416587887	0.7357913625548517	0.5513470661090129	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.5862806348449927	0.4229120822300521	0.2756735330545064
class	strmgCAMI2_short_read_sample_96	0.04994888416587887	0.7357913625548517	0.6074494070402979	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.40879984854224716	0.5897735142080593	0.30518932435060564	0.04994888416587887	0.7357913625548517	0.6118905381643501	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.4589797037552107	0.331083871238164	0.30594526908217506
class	strmgCAMI2_short_read_sample_95	0.04994888416587887	0.7357913625548517	0.530814442918595	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.70454733630267	0.6413066225181405	0.26660949331295436	0.04994888416587887	0.7357913625548517	0.539001414657429	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7588500385177357	0.3899717769014859	0.2695007073287145
class	strmgCAMI2_short_read_sample_94	0.04994888416587887	0.7357913625548517	0.5795188900020766	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.47854085412230324	0.6903885171050158	0.29050673249251935	0.04994888416587887	0.7357913625548517	0.5846636072006722	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5056524070143027	0.46026465590269766	0.29233180360033617
class	strmgCAMI2_short_read_sample_93	0.04994888416587887	0.7357913625548517	0.48734666990788666	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.7380683266713459	0.5324037573629831	0.24457003674083524	0.04994888416587887	0.7357913625548517	0.48723741646630286	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.7791942362730889	0.43487658341149427	0.24361870823315143
class	strmgCAMI2_short_read_sample_92	0.04994888416587887	0.7357913625548517	0.566748512361292	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.4898772283110462	0.7067434479287769	0.28438617634852703	0.04994888416587887	0.7357913625548517	0.5738650338524127	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5250708198552795	0.477940056989389	0.2869325169262064
class	strmgCAMI2_short_read_sample_91	0.04994888416587887	0.7357913625548517	0.5594942585874967	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.628392219637775	0.9065783390046264	0.28076497309415704	0.04994888416587887	0.7357913625548517	0.5667447627311691	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6684786991961833	0.4822054521351194	0.28337238136558457
class	strmgCAMI2_short_read_sample_90	0.04994888416587887	0.7357913625548517	0.46774544342282376	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6585567397787773	0.9500965426228455	0.2345438944556976	0.04994888416587887	0.7357913625548517	0.47346865993070425	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6917788615193059	0.4990129664528578	0.23673432996535212
class	strmgCAMI2_short_read_sample_9	0.04994888416587887	0.7357913625548517	0.624547144338103	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.565175405019294	0.8153757540537468	0.3134004891815416	0.04994888416587887	0.7357913625548517	0.6317386903081371	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6049617225069761	0.43638763849422985	0.31586934515406856
class	strmgCAMI2_short_read_sample_89	0.04994888416587887	0.7357913625548517	0.5600854727687385	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.590628475257374	0.8520967722616234	0.28097203480672067	0.04994888416587887	0.7357913625548517	0.5667003547301449	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6278738969355854	0.4529152787062986	0.2833501773650725
class	strmgCAMI2_short_read_sample_88	0.04994888416587887	0.7357913625548517	0.5406933404198064	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.626724445542403	0.9041722495879101	0.27133189632129395	0.04994888416587887	0.7357913625548517	0.5479554878101307	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6668942693075944	0.4810625275636677	0.27397774390506535
class	strmgCAMI2_short_read_sample_87	0.04994888416587887	0.7357913625548517	0.53465456042462	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7125445064105649	0.513992212905598	0.2683216715924843	0.04994888416587887	0.7357913625548517	0.5361040241727906	0.8	0.5	0.6153846153846154	4.0	4.0	1.0	8.0	0.4444444444444444	0.7588731923769703	0.36494086376861046	0.2680520120863953
class	strmgCAMI2_short_read_sample_86	0.04994888416587887	0.7357913625548517	0.542541191039698	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7354424112256119	0.5305095597673061	0.2722557040969477	0.04994888416587887	0.7357913625548517	0.5490098333746402	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7787013552766439	0.4001733356777456	0.27450491668731997
class	strmgCAMI2_short_read_sample_85	0.04994888416587887	0.7357913625548517	0.4065223349038143	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7323090568020091	0.6665764295152894	0.2039128650941149	0.04994888416587887	0.7357913625548517	0.4129142576685402	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.764605653776276	0.5515463924693486	0.2064571288342701
class	strmgCAMI2_short_read_sample_84	0.04994888416587887	0.7357913625548517	0.4394013787964118	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5286773523820963	0.7627201945119574	0.22040707652827393	0.04994888416587887	0.7357913625548517	0.445811219543766	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5610465408350612	0.5106865694313685	0.22290560977188295
class	strmgCAMI2_short_read_sample_83	0.04994888416587887	0.7357913625548517	0.5655823998824847	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.623382415144538	0.8993507189064099	0.2838335429817235	0.04994888416587887	0.7357913625548517	0.5729271487062575	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6640747776151046	0.4790286942223763	0.28646357435312875
class	strmgCAMI2_short_read_sample_82	0.04994888416587887	0.7357913625548517	0.5377249374415843	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	0.7405599767301154	0.5342011029546918	0.27016253696019554	0.04994888416587887	0.7357913625548517	0.547349278803132	0.6	0.375	0.4615384615384615	3.0	5.0	2.0	8.0	0.3	0.797860873371051	0.3836899751105842	0.27367463940156606
class	strmgCAMI2_short_read_sample_81	0.04994888416587887	0.7357913625548517	0.45050801152255515	0.6	0.75	0.6666666666666665	3.0	1.0	2.0	4.0	0.5	1.083616186609347	0.7816638493241572	0.2260801701419447	0.04994888416587887	0.7357913625548517	0.4578166081159529	0.6	0.5	0.5454545454545454	3.0	3.0	2.0	6.0	0.375	1.1243583114372708	0.6275163216643577	0.22890830405797646
class	strmgCAMI2_short_read_sample_80	0.04994888416587887	0.7357913625548517	0.36267813127770365	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6520878457876165	0.9407639013417615	0.18169098670086817	0.04994888416587887	0.7357913625548517	0.36655197299551795	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6736012589755863	0.6131382890248016	0.18327598649775897
class	strmgCAMI2_short_read_sample_8	0.04994888416587887	0.7357913625548517	0.5114386700273458	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.4867146133388831	0.702180758992196	0.25638007415645836	0.04994888416587887	0.7357913625548517	0.516593042066276	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.5174393896526295	0.3732536207062303	0.25829652103313805
class	strmgCAMI2_short_read_sample_78	0.04994888416587887	0.7357913625548517	0.5831840178477904	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.4928491345002963	0.7110310022499953	0.2923281511693821	0.04994888416587887	0.7357913625548517	0.5882204280774735	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5194970918057494	0.4728666310801565	0.2941102140387368
class	strmgCAMI2_short_read_sample_54	0.04994888416587887	0.7357913625548517	0.5572618116545832	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6707886024755696	0.6105780987474595	0.27970532314233004	0.04994888416587887	0.7357913625548517	0.564938306238297	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7183353536961925	0.3691513475300619	0.2824691531191485
class	strmgCAMI2_short_read_sample_75	0.04994888416587887	0.7357913625548517	0.6126424921601105	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5933635718299045	0.8560426825231655	0.3075679487000879	0.04994888416587887	0.7357913625548517	0.6207493357067266	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6373480166345482	0.4597494114595396	0.3103746678533634
class	strmgCAMI2_short_read_sample_52	0.04994888416587887	0.7357913625548517	0.42015109780021803	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6646645529599108	0.9589082544099431	0.21070458373977927	0.04994888416587887	0.7357913625548517	0.42612187288736175	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.6988926220355177	0.5041444599622631	0.2130609364436809
class	strmgCAMI2_short_read_sample_29	0.04994888416587887	0.7357913625548517	0.5749984849577494	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.564014379646031	0.813700748505394	0.2883639528345306	0.04994888416587887	0.7357913625548517	0.5809958389762113	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5946994630721114	0.5413187793421541	0.29049791948810566
class	strmgCAMI2_short_read_sample_28	0.04994888416587887	0.7357913625548517	0.5033723877199822	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.37154140880019976	0.5360209479609472	0.25168619385999114	0.04994888416587887	0.7357913625548517	0.5033723877199822	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.37154140880019976	0.5360209479609472	0.25168619385999114
class	strmgCAMI2_short_read_sample_27	0.04994888416587887	0.7357913625548517	0.5966278513971035	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.6445723611528035	0.5867150475207623	0.29938959864676584	0.04994888416587887	0.7357913625548517	0.6037376250717813	0.6	0.5	0.5454545454545454	3.0	3.0	2.0	6.0	0.375	0.687201061285775	0.38353421488088596	0.3018688125358907
class	strmgCAMI2_short_read_sample_26	0.04994888416587887	0.7357913625548517	0.4476286552591732	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.7200133403843727	0.6553843861124772	0.22473043670952986	0.04994888416587887	0.7357913625548517	0.45427961330601413	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7699876145428254	0.3956953587587965	0.22713980665300706
class	strmgCAMI2_short_read_sample_25	0.04994888416587887	0.7357913625548517	0.5261612226130297	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7211387872418911	0.5201916760732788	0.2639820384533228	0.04994888416587887	0.7357913625548517	0.5258101159297116	0.8	0.5714285714285714	0.6666666666666666	4.0	3.0	1.0	7.0	0.5	0.7621675359568006	0.3916766333362372	0.26290505796485575
class	strmgCAMI2_short_read_sample_24	0.04994888416587887	0.7357913625548517	0.5912042093086366	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.4509699339707575	0.6506120873296352	0.29624419275192115	0.04994888416587887	0.7357913625548517	0.5955390662497182	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.4745561795929537	0.4319596499036767	0.2977695331248591
class	strmgCAMI2_short_read_sample_23	0.04994888416587887	0.7357913625548517	0.1508189860799743	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6663412906534312	0.9613272755652565	0.07540949303998715	0.04994888416587887	0.7357913625548517	0.1508189860799743	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6663412906534312	0.9613272755652565	0.07540949303998715
class	strmgCAMI2_short_read_sample_22	0.04994888416587887	0.7357913625548517	0.6328905959621217	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.46595303303609237	0.6722281300483418	0.3174699787391186	0.04994888416587887	0.7357913625548517	0.6393458882837924	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.4985061360008124	0.4537598397021125	0.3196729441418961
class	strmgCAMI2_short_read_sample_21	0.04994888416587887	0.7357913625548517	0.6206946210960118	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.3730249110777978	0.5381611893399855	0.3117579492782815	0.04994888416587887	0.7357913625548517	0.6297441977534234	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.4156035068051149	0.37829861461768927	0.31487209887671164
class	strmgCAMI2_short_read_sample_20	0.04994888416587887	0.7357913625548517	0.46002848287046916	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7462459871223401	0.5383026924523447	0.23108663375277616	0.04994888416587887	0.7357913625548517	0.46544778400092596	0.6	0.42857142857142855	0.5	3.0	4.0	2.0	7.0	0.3333333333333333	0.7993413254216021	0.4107801821218008	0.232723892000463
class	strmgCAMI2_short_read_sample_3	0.04994888416587887	0.7357913625548517	0.6368644286704901	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.5935847576018445	0.8563617861394585	0.31973935794598196	0.04994888416587887	0.7357913625548517	0.6450407358923101	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.637800666707086	0.4600759294669938	0.322520367946155
class	strmgCAMI2_short_read_sample_2	0.04994888416587887	0.7357913625548517	0.32434356378100815	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.6915277306167584	0.9976636275979964	0.16265601121298034	0.04994888416587887	0.7357913625548517	0.3302975930095035	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.7258626596715693	0.5235992297373232	0.16514879650475175
class	strmgCAMI2_short_read_sample_18	0.04994888416587887	0.7357913625548517	0.6436162560641452	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.4716062495262078	0.680383997443703	0.32275491826174996	0.04994888416587887	0.7357913625548517	0.6494831858991819	0.4	0.6666666666666666	0.5	2.0	1.0	3.0	3.0	0.3333333333333333	0.5017530214725807	0.45671528222288077	0.32474159294959093
class	strmgCAMI2_short_read_sample_17	0.04994888416587887	0.7357913625548517	0.5913917559371898	0.4	1.0	0.5714285714285715	2.0	0.0	3.0	2.0	0.4	0.558205879206907	0.8053208537268685	0.29662536896643515	0.04994888416587887	0.7357913625548517	0.5976588598000794	0.4	0.5	0.4444444444444445	2.0	2.0	3.0	4.0	0.2857142857142857	0.5939378400185102	0.42843558819550365	0.29882942990003963
