Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Candidatus_Nitrosopumilus_sp_AR2_genomic	81.199	80.967	0.399	99.901	99.889	99.823	95.703	99.833	99.942	99.562	99.515	98.292	99.323	0.0	99.680	99.680	99.789	99.998	99.971	99.998
Candidatus_Nitrosopumilus_sp_D3C_genomic	71.094	71.360	0.0	6.947	6.899	3.182	28.006	49.209	63.374	46.008	45.723	0.076	7.190	0.0	65.550	32.347	46.569	99.221	99.460	99.990
Candidatus_Nitrosopumilus_sp_NF5_genomic	53.734	53.515	0.0	1.538	1.538	0.693	11.157	32.950	43.919	26.300	26.343	0.0	8.245	0.0	48.064	17.703	39.293	96.516	98.283	99.929
Candidatus_Pelagibacter_sp_IMCC9063_genomic	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.411	13.902	14.242
Candidatus_Pelagibacter_ubique_HTCC1062_genomic	57.466	57.462	0.0	2.142	2.126	0.939	11.524	38.155	47.379	31.261	30.842	0.0	9.696	0.0	51.196	21.062	37.996	97.411	98.580	99.977
Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	0.099	0.099	0.0	0.0	0.0	0.0	0.0	0.186	0.020	0.041	0.038	0.0	0.0	0.0	0.099	0.007	0.114	7.644	40.501	46.056
Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic	59.656	59.883	0.0	1.732	1.732	0.589	12.145	36.725	47.406	35.455	35.486	0.0	10.740	0.0	56.299	23.214	40.479	96.643	97.665	99.946
Candidatus_Thioglobus_singularis_PS1_genomic	75.444	80.914	0.0	8.351	8.058	4.225	37.542	42.487	62.415	53.528	53.515	0.111	6.158	0.0	72.006	42.935	42.213	97.116	98.774	99.962
Candidatus_Thioglobus_singularis_strain_GG2_genomic	13.210	7.347	0.0	2.497	2.554	1.730	8.649	13.638	13.943	14.983	15.022	0.062	3.924	0.0	11.174	11.882	9.740	73.076	90.582	97.219
Candidatus_Thioglobus_sp_EF1_genomic	18.555	18.543	0.0	0.283	0.249	0.039	0.771	11.024	9.484	7.049	6.977	0.091	1.856	0.0	16.050	5.593	11.872	76.714	88.285	97.662
Candidatus_Vesicomyosocius_okutanii_HA_genomic	2.122	2.082	0.0	0.0	0.0	0.0	0.0	1.512	1.251	0.496	0.484	0.0	0.143	0.0	1.525	0.578	1.350	39.748	70.998	84.321
Carnobacterium_sp_17_4_genomic	3.916	3.886	0.0	0.035	0.035	0.0	0.0	2.562	1.433	1.167	1.145	0.0	0.846	0.0	2.955	0.984	2.066	44.370	73.989	87.264
Celeribacter_indicus_P73_genomic	94.771	94.893	0.082	79.428	78.270	73.844	91.347	91.619	95.565	92.521	92.532	22.810	49.379	0.0	94.892	84.923	92.442	99.992	99.926	99.995
Celeribacter_marinus_strain_IMCC12053_genomic	60.870	60.821	0.0	2.313	2.249	0.983	13.597	38.609	46.788	37.566	37.506	0.119	5.381	0.0	58.659	28.153	42.416	96.939	98.425	99.959
Cellulophaga_algicola_DSM_14237_genomic	44.694	44.634	0.014	1.619	1.597	0.807	7.651	29.948	37.879	18.084	17.913	0.178	2.627	0.0	42.048	12.004	31.646	96.569	98.001	99.927
Cellulophaga_baltica_18_genomic	78.485	78.222	0.0	68.943	67.771	62.259	40.939	69.195	68.484	75.791	76.312	52.916	73.898	0.0	71.756	72.471	59.632	99.999	99.991	100.000
Cellulophaga_baltica_NN016038_genomic	48.206	48.458	0.072	51.515	50.785	46.321	35.407	56.932	58.431	37.196	36.684	35.076	30.059	0.0	49.698	44.404	43.820	99.999	99.987	99.999
Cellulophaga_lytica_DSM_7489_genomic	45.257	47.051	0.0	24.354	23.055	19.720	36.035	40.259	44.006	39.709	41.570	3.700	12.625	0.0	44.013	33.962	42.059	89.753	97.739	99.954
Cellulophaga_lytica_strain_DAU203_genomic	7.874	4.947	0.0	3.796	3.908	3.384	3.712	8.138	5.929	7.066	6.938	1.022	3.746	0.0	5.217	7.128	4.397	62.085	84.100	94.674
Cellulophaga_lytica_strain_HI1_genomic	49.893	50.272	0.0	26.124	25.982	20.456	46.620	43.449	49.329	45.164	43.493	3.921	15.202	0.0	50.197	39.368	43.826	94.816	99.163	99.981
Cenarchaeum_symbiosum_A_genomic	77.628	77.709	0.0	6.690	6.395	3.176	28.945	53.267	64.540	59.837	59.815	0.117	8.496	0.0	74.709	49.446	51.702	98.825	99.197	99.993
Chlorobium_phaeobacteroides_BS1_genomic	97.257	97.236	0.655	97.689	97.678	96.228	94.827	96.767	96.845	96.015	96.003	93.426	97.015	0.0	96.391	96.444	96.320	99.999	99.980	99.999
Chlorobium_phaeovibrioides_DSM_265_genomic	21.190	21.204	0.0	0.080	0.080	0.054	0.777	12.011	10.226	8.036	8.127	0.0	2.030	0.0	19.148	6.714	13.759	76.412	90.866	97.994
Chloroherpeton_thalassium_ATCC_35110_genomic	99.041	99.026	1.108	99.767	99.748	99.694	77.494	99.660	99.650	99.693	99.700	97.434	100.000	0.0	99.056	99.853	99.739	99.999	99.993	99.999
Chromohalobacter_salexigens_DSM_3043_genomic	9.440	9.391	0.0	0.030	0.030	0.0	0.150	6.536	5.052	3.411	3.360	0.0	0.938	0.0	7.573	2.440	5.548	66.343	86.110	95.502
Citromicrobium_sp_JL477_genomic	46.801	46.834	0.0	0.934	0.915	0.354	7.319	28.492	38.014	21.966	21.954	0.0	4.327	0.0	40.249	14.266	30.788	94.911	98.217	99.911
Clostridium_botulinum_202F_genomic	98.061	98.043	7.955	98.669	98.630	98.575	70.460	98.720	98.823	98.498	98.599	98.507	98.821	0.0	98.491	98.650	98.190	100.000	99.992	100.000
Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic	92.645	92.923	0.082	24.890	24.283	16.770	62.641	72.274	86.321	82.644	82.620	0.682	18.451	0.0	91.771	74.539	68.028	99.846	99.788	99.997
Colwellia_psychrerythraea_34H_genomic	98.360	98.378	1.211	98.768	98.751	98.517	52.707	98.621	98.587	98.314	98.288	96.566	98.577	0.0	98.275	98.432	98.645	100.000	99.984	100.000
Colwellia_sp_MT41_genomic	96.254	96.283	0.075	96.337	96.084	95.437	91.341	96.740	97.220	95.215	95.207	81.360	82.124	0.0	96.511	95.892	97.047	99.999	99.983	99.999
Colwellia_sp_PAMC_20917_genomic	83.774	83.806	0.013	13.759	13.254	8.420	43.673	61.391	76.140	65.351	65.387	0.484	13.203	0.0	81.090	52.255	56.004	99.608	99.710	99.997
Confluentimicrobium_sp_EMB200_NS6_genomic	95.040	95.065	0.0	85.188	84.117	80.876	91.836	92.414	96.179	92.814	92.746	31.759	60.146	0.0	95.017	88.023	93.816	99.996	99.920	99.997
Coraliomargarita_akajimensis_DSM_45221_genomic	0.252	0.240	0.0	0.0	0.0	0.0	0.014	0.267	0.045	0.117	0.117	0.0	0.078	0.0	0.243	0.118	0.177	11.594	47.460	54.858
Corynebacterium_marinum_DSM_44953_genomic	0.072	0.067	0.0	0.0	0.0	0.0	0.004	0.110	0.006	0.006	0.009	0.0	0.016	0.0	0.035	0.028	0.121	3.224	30.259	33.131
Corynebacterium_maris_DSM_45190_genomic	0.980	0.957	0.0	0.0	0.0	0.0	0.0	0.698	0.442	0.254	0.212	0.0	0.096	0.0	0.642	0.406	0.402	28.025	62.756	74.430
Corynebacterium_phocae_strain_M408_89_1_genomic	94.931	94.928	3.547	98.171	98.113	97.347	50.757	97.914	97.945	97.266	97.311	96.649	97.961	0.0	97.188	97.562	97.872	99.999	99.986	99.999
Corynebacterium_sphenisci_DSM_44792_genomic	1.917	1.837	0.0	0.0	0.0	0.0	0.007	1.341	1.218	0.433	0.507	0.003	0.255	0.0	1.146	0.552	0.750	45.614	74.197	87.057
Corynebacterium_stationis_strain_622_DSM_20302_genomic	47.401	47.440	0.0	0.968	0.957	0.411	5.165	26.115	30.143	24.997	24.999	0.078	5.175	0.0	43.778	20.021	34.411	93.201	96.586	99.780
Croceibacter_atlanticus_HTCC2559_genomic	23.868	23.828	0.0	0.093	0.093	0.0	1.034	13.093	15.029	8.922	8.985	0.0	1.265	0.0	20.296	6.062	15.181	84.064	93.098	99.185
Croceicoccus_naphthovorans_strain_PQ_2_genomic	9.409	9.284	0.0	0.725	0.659	0.618	1.011	6.879	6.141	3.938	3.704	0.068	1.312	0.0	7.770	3.132	5.656	61.810	83.518	94.175
Cupriavidus_sp_USMAA1020_genomic	72.060	72.174	0.0	6.171	6.027	2.863	26.393	49.651	63.826	45.317	45.321	0.115	6.636	0.0	65.171	28.386	48.267	98.822	99.228	99.986
Cyanothece_sp_ATCC_51142_genomic	31.063	31.080	0.009	0.380	0.367	0.153	1.800	17.791	17.359	14.466	14.498	0.080	3.375	0.0	28.324	11.088	21.413	86.205	92.923	99.091
Cyclobacterium_amurskyense_strain_KCTC_12363_genomic	67.479	67.721	0.0	3.806	3.617	1.953	19.486	42.574	53.169	44.422	44.398	0.151	7.274	0.0	64.941	34.300	44.043	97.940	98.561	99.975
Cyclobacterium_marinum_DSM_745_genomic	38.596	38.366	0.0	0.675	0.645	0.298	4.435	23.380	24.897	19.539	19.614	0.060	5.138	0.0	35.382	14.552	25.933	91.403	95.956	99.697
Cycloclasticus_sp_P1_genomic	99.874	99.874	88.081	89.434	89.331	78.355	64.756	93.735	93.330	99.363	99.397	68.585	97.837	2.880	94.263	88.241	11.868	100.000	99.998	100.000
Cycloclasticus_zancles_78_ME_genomic	74.919	75.618	34.583	35.294	32.766	36.116	47.609	32.782	32.206	21.208	21.197	45.031	24.439	0.767	26.564	31.971	20.793	100.000	99.992	100.000
Deferribacter_desulfuricans_SSM1_genomic	16.543	16.525	0.0	0.142	0.142	0.094	0.732	9.550	8.523	5.782	5.797	0.075	1.991	0.0	13.607	4.506	9.802	75.173	87.943	97.017
Denitrovibrio_acetiphilus_DSM_12809_genomic	38.940	39.088	0.0	0.861	0.829	0.488	3.612	22.681	23.423	20.127	20.142	0.245	2.426	0.0	35.985	15.283	27.027	89.190	96.105	99.587
Desulfobacterium_autotrophicum_HRM2_genomic	97.927	97.876	15.860	97.918	97.828	96.935	27.049	97.251	97.155	96.835	96.850	96.853	97.741	0.0	96.786	97.054	97.403	100.000	99.992	100.000
Desulfobacula_toluolica_Tol2_genomic	96.420	96.245	57.202	96.231	96.225	94.450	67.795	94.964	94.774	94.397	94.384	94.020	95.996	0.293	94.327	94.627	93.101	100.000	100.000	100.000
Desulfocapsa_sulfexigens_DSM_10523_genomic	92.681	92.686	0.753	99.577	99.619	99.051	45.480	99.212	99.177	98.955	98.976	97.487	99.192	0.0	99.071	98.967	99.240	100.000	99.992	100.000
Desulfococcus_multivorans_strain_DSM_2059_genomic	96.829	96.819	18.506	99.213	99.243	98.565	38.136	98.754	98.752	98.349	98.406	97.159	99.006	0.0	98.343	100.000	98.619	100.000	99.999	100.000
Desulfotalea_psychrophila_LSv54_genomic	98.910	98.903	97.802	98.679	98.612	98.370	95.214	98.433	98.735	98.339	98.439	97.542	98.809	0.0	98.023	98.395	98.350	100.000	99.989	100.000
Desulfotomaculum_reducens_MI_1_genomic	4.421	4.418	0.0	0.215	0.215	0.154	0.367	3.026	2.091	1.696	1.755	0.018	1.518	0.0	3.954	1.541	3.202	44.067	73.811	86.419
Desulfovibrio_africanus_str_Walvis_Bay_genomic	95.219	95.234	0.150	99.539	99.530	99.074	77.906	99.256	99.187	98.902	98.871	95.954	95.088	0.0	99.092	98.920	99.624	100.000	99.994	100.000
Desulfovibrio_desulfuricans_ND132_genomic	97.384	97.443	0.0	91.753	90.970	88.892	96.011	97.204	99.328	97.895	97.898	43.073	57.632	0.0	99.027	94.080	99.122	99.998	99.983	99.998
Desulfovibrio_hydrothermalis_AM13_genomic	99.341	99.368	31.957	99.378	99.361	99.148	72.310	99.202	99.211	99.025	98.997	99.025	99.091	0.0	98.923	99.196	99.142	99.999	99.996	100.000
Desulfovibrio_piezophilus_strain_C1TLV30_genomic	95.411	95.462	0.480	99.666	99.639	99.362	88.912	99.426	99.468	99.284	99.279	97.048	99.504	0.0	99.355	99.337	99.506	100.000	99.995	100.000
Desulfovibrio_salexigens_DSM_2638_genomic	98.935	98.915	0.0	87.812	86.990	83.870	94.237	96.395	99.139	96.839	96.944	33.444	80.481	0.0	99.111	96.780	99.111	99.997	99.979	99.997
Desulfurobacterium_thermolithotrophum_DSM_11699_genomic	18.266	18.317	0.0	0.265	0.265	0.253	0.804	10.252	9.818	6.905	7.085	0.231	4.818	0.0	14.943	5.238	11.667	75.438	90.493	97.996
Dinoroseobacter_shibae_DFL_12_genomic	94.709	94.715	0.0	83.472	82.431	79.265	92.422	93.001	95.537	93.172	93.153	28.530	52.263	0.0	95.666	87.641	94.501	99.992	99.887	99.993
Dokdonia_donghaensis_DSW_1_genomic	93.192	93.385	0.0	73.915	72.639	66.270	86.546	83.041	94.139	86.527	86.432	25.395	35.041	0.0	92.299	86.669	83.515	99.999	99.985	99.999
Dokdonia_sp_MED134_genomic	6.500	6.399	0.0	0.655	0.628	0.280	0.475	6.123	5.556	1.668	1.605	0.112	0.710	0.0	5.753	1.431	4.709	87.610	94.884	99.392
Dokdonia_sp_PRO95_genomic	2.863	2.857	0.0	0.051	0.051	0.040	0.049	1.930	1.680	0.524	0.531	0.0	0.203	0.0	2.654	0.414	2.086	60.142	83.249	93.927
Donghicola_sp_JLT3646_genomic	0.206	0.203	0.0	0.0	0.0	0.0	0.0	0.131	0.030	0.020	0.020	0.0	0.012	0.0	0.121	0.020	0.036	8.281	41.221	47.151
Draconibacterium_orientale_strain_FH5_genomic	96.377	96.366	0.260	98.968	99.037	98.214	89.538	98.475	98.461	98.071	98.055	94.477	97.715	0.0	98.289	98.164	98.852	100.000	99.994	100.000
Echinicola_vietnamensis_DSM_17526_genomic	22.305	22.364	0.0	0.173	0.173	0.121	0.887	13.148	10.806	9.540	9.540	0.053	1.913	0.0	20.514	7.668	15.192	78.940	90.519	98.318
Edwardsiella_piscicida_strain_S11_285_genomic	94.737	95.039	0.015	67.792	66.435	59.488	91.785	85.320	95.024	91.488	91.465	13.295	29.706	0.0	94.903	83.268	89.084	99.989	99.906	99.999
Edwardsiella_tarda_080813_genomic	1.155	1.105	0.0	0.079	0.071	0.030	0.096	1.004	0.655	0.305	0.330	0.052	0.376	0.0	0.871	0.246	0.631	41.725	73.026	85.405
Edwardsiella_tarda_EIB202_genomic	2.422	2.033	0.0	2.349	2.396	2.702	0.578	3.494	1.140	2.171	2.331	1.063	2.403	0.0	1.710	3.269	1.877	13.896	50.900	58.334
Erythrobacter_gangjinensis_strain_JCM_15420_genomic	61.599	61.586	0.0	2.822	2.742	1.240	13.816	39.520	51.116	36.231	36.291	0.009	4.805	0.0	56.566	23.646	41.816	97.671	98.589	99.968
Erythrobacter_litoralis_HTCC2594_genomic	98.382	98.414	0.044	97.953	97.749	96.852	91.085	97.936	98.884	97.508	97.500	69.873	63.402	0.0	98.712	96.822	99.043	99.998	99.971	99.998
Erythrobacter_litoralis_strain_DSM_8509_genomic	99.684	99.611	98.824	99.097	99.136	98.771	93.947	98.782	98.821	98.662	98.774	98.620	99.527	0.0	98.667	99.369	98.149	100.000	99.995	100.000
Erythrobacter_sp_s21_N3_genomic	9.166	9.149	0.0	0.073	0.073	0.039	0.172	5.444	4.483	2.628	2.593	0.0	0.854	0.0	7.673	2.091	5.554	62.704	83.736	94.530
Ferrimonas_balearica_DSM_9799_genomic	99.153	99.131	2.181	98.993	98.988	98.829	76.198	98.916	98.944	98.817	98.861	97.908	99.045	0.0	98.741	98.930	98.855	100.000	99.995	100.000
Ferroglobus_placidus_DSM_10642_genomic	0.568	0.568	0.0	0.0	0.0	0.0	0.0	0.592	0.188	0.215	0.266	0.0	0.132	0.0	0.439	0.273	0.247	16.415	55.565	64.699
Fervidobacterium_pennivorans_strain_DYC_genomic	1.348	1.348	0.0	0.053	0.053	0.029	0.079	1.337	0.511	0.510	0.544	0.033	0.182	0.0	1.240	0.345	0.928	25.563	62.977	74.004
Fibrella_aestuarina_strain_BUZ_2_genomic	0.056	0.053	0.0	0.0	0.0	0.0	0.0	0.165	0.016	0.032	0.029	0.0	0.028	0.0	0.067	0.041	0.073	7.646	39.505	45.282
Filomicrobium_sp_W1_genomic	80.766	81.029	0.0	5.697	5.527	2.731	28.953	51.852	66.467	58.406	58.420	0.075	7.357	0.0	77.763	48.358	52.875	98.929	99.201	99.993
Flammeovirga_sp_MY04_genomic	99.046	98.930	95.326	99.150	99.144	98.559	89.478	98.726	98.692	98.475	98.470	98.617	98.847	0.0	98.497	99.254	98.588	100.000	99.996	100.000
Flavobacteriaceae_bacterium_MAR_2010_188_genomic	39.914	39.969	0.0	0.440	0.440	0.161	3.498	21.810	24.667	19.622	19.663	0.072	3.299	0.0	36.386	14.131	27.588	90.939	95.958	99.677
Flavobacteriaceae_bacterium_UJ101_genomic	97.355	97.488	0.0	72.191	70.937	65.047	93.414	92.420	97.379	94.377	94.351	13.578	43.353	0.0	97.454	87.425	94.508	99.997	99.956	100.000
Flavobacterium_psychrophilum_FPG101_genomic	7.789	8.624	3.556	1.907	1.994	3.143	3.354	5.762	3.959	1.757	1.483	1.616	0.401	0.0	3.314	3.325	1.880	57.140	88.296	97.228
Flavobacterium_psychrophilum_FPG3_genomic	14.109	15.131	1.013	6.594	4.981	2.796	10.849	6.862	8.672	5.698	5.701	0.502	2.138	0.0	10.515	4.875	7.091	99.942	99.958	99.999
Flavobacterium_psychrophilum_V3_5_genomic	9.844	10.788	4.549	0.298	0.176	1.132	3.092	6.453	1.653	2.379	4.080	6.085	3.972	0.0	4.477	5.650	1.408	39.715	8.788	9.991
Flavobacterium_psychrophilum_V4_24_genomic	26.771	19.900	4.430	10.971	7.302	10.103	6.757	17.098	17.590	14.516	11.742	11.537	24.626	0.0	21.484	6.543	15.867	100.000	99.984	100.000
Flavobacterium_psychrophilum_strain_CSF259_93_genomic	11.644	9.855	4.053	12.086	4.000	4.698	3.137	7.890	6.471	6.667	5.422	7.695	4.583	0.0	6.535	7.719	5.503	65.407	94.478	99.984
Flavobacterium_psychrophilum_strain_MH1_genomic	14.713	13.058	4.687	4.786	9.651	15.087	5.906	7.404	5.081	12.326	13.013	15.466	2.992	0.0	7.382	11.912	4.378	39.550	60.374	65.936
Flavobacterium_psychrophilum_strain_PG2_genomic	9.403	11.190	3.997	4.230	5.991	7.644	2.637	6.144	7.629	3.504	1.901	6.521	0.257	0.0	7.767	2.819	7.160	45.540	82.723	95.314
Flavobacterium_psychrophilum_strain_VQ50_genomic	43.800	45.095	5.118	44.966	57.723	49.702	10.677	29.100	48.356	52.273	52.852	35.163	50.904	0.0	39.419	49.277	56.233	99.993	99.986	99.999
Flavobacterium_psychrophilum_v4_33_genomic	17.873	22.181	5.233	18.361	11.816	5.763	9.168	22.361	10.505	5.398	8.469	13.897	11.236	0.0	8.306	11.394	7.608	65.112	99.449	99.998
Flavobacterium_sp_LPB0076_genomic	12.881	12.872	0.0	0.262	0.245	0.109	0.435	7.817	7.091	4.255	4.262	0.038	0.855	0.0	10.691	3.208	7.891	72.796	88.864	97.335
Flexibacter_litoralis_DSM_6794_genomic	67.657	67.879	0.025	4.168	3.967	2.104	18.808	44.137	54.985	40.577	40.456	0.185	6.932	0.0	62.727	27.350	44.115	98.250	99.021	99.982
Flexistipes_sinusarabici_DSM_4947_genomic	79.742	79.973	0.209	14.300	13.999	8.879	44.085	58.780	73.898	66.262	66.098	1.001	15.844	0.0	79.496	54.729	52.490	99.490	99.795	99.997
Formosa_agariphila_KMM_3901_genomic	36.651	36.682	0.0	0.494	0.494	0.095	3.696	21.776	25.655	15.589	15.536	0.0	3.940	0.0	31.048	10.369	23.863	91.984	96.770	99.814
Formosa_haliotis_strain_LMG_28520_genomic	89.117	89.130	0.113	95.495	95.193	93.954	94.796	97.070	98.219	96.556	96.573	65.561	83.593	0.0	97.574	96.166	97.441	99.999	99.997	99.999
Formosa_sp_Hel1_33_131_genomic	0.104	0.104	0.0	0.0	0.0	0.0	0.0	0.040	0.022	0.025	0.023	0.0	0.007	0.0	0.041	0.037	0.096	4.121	32.578	36.203
Formosa_sp_Hel3_A1_48_genomic	98.240	98.314	0.0	68.793	67.491	60.695	92.654	91.532	97.845	95.086	95.113	11.966	39.859	0.0	97.997	89.335	96.905	99.983	99.981	99.999
Francisella_noatunensis_subsp_orientalis_FNO12_genomic	14.636	21.109	0.0	16.128	17.789	15.826	18.559	19.099	19.278	20.377	22.563	7.091	8.588	0.0	21.723	17.829	25.306	37.840	45.569	51.390
Francisella_noatunensis_subsp_orientalis_FNO24_genomic	18.004	12.251	0.0	15.122	16.271	16.510	12.952	17.555	15.162	20.683	15.414	4.895	7.708	0.0	15.237	17.204	15.352	33.907	45.135	52.226
Francisella_noatunensis_subsp_orientalis_LADL_07_285A_genomic	13.484	11.800	0.0	18.507	16.566	14.198	12.644	18.845	13.637	15.268	15.706	5.941	8.617	0.0	13.942	17.962	14.903	33.437	61.071	69.357
Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic	41.110	43.573	0.0	20.010	17.486	18.889	39.736	28.991	37.694	26.746	31.486	6.146	9.795	0.0	36.789	24.855	26.498	85.182	99.794	99.993
Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic	13.855	12.294	0.0	15.221	15.757	14.769	14.072	16.331	14.531	17.276	15.108	5.418	7.815	0.0	12.421	20.981	17.902	37.448	64.126	74.012
Francisella_sp_FSC1006_genomic	70.835	70.998	0.0	5.015	4.880	2.458	23.346	46.830	59.129	45.023	44.890	0.0	11.345	0.0	67.003	32.699	48.566	98.781	99.155	99.992
Francisella_sp_TX077310_genomic	41.591	41.601	0.023	1.021	1.021	0.361	4.887	25.432	31.165	20.393	20.307	0.197	2.997	0.0	37.500	14.056	28.195	93.359	96.907	99.745
GB02J24_S7_contigs	36.246	36.145	0.0	0.480	0.480	0.124	3.184	22.994	26.562	16.479	16.554	0.0	3.734	0.0	32.399	11.652	24.644	92.070	95.445	99.407
GB02J33_S8_contigs	48.254	48.473	0.0	1.291	1.265	0.377	7.459	28.817	35.809	25.306	25.538	0.014	5.990	0.0	45.029	17.885	32.920	94.776	95.228	99.402
GB02J45_S9_contigs	79.610	79.664	0.0	18.522	17.742	11.527	47.768	64.366	75.461	62.174	62.103	0.515	11.566	0.0	77.679	51.179	54.333	99.552	97.636	99.778
GB02J46_S10_contigs	1.899	1.892	0.0	0.037	0.029	0.0	0.078	1.302	0.455	0.489	0.503	0.0	0.171	0.0	1.345	0.593	1.066	32.783	66.751	78.640
GB04J27_S10_contigs	0.259	0.262	0.0	0.0	0.0	0.0	0.0	0.293	0.064	0.059	0.052	0.0	0.079	0.0	0.241	0.044	0.125	14.465	49.589	58.204
Geobacillus_kaustophilus_HTA426_genomic	83.244	84.151	0.014	27.007	26.064	18.781	62.391	64.553	77.753	73.049	72.907	1.993	25.599	0.0	81.360	64.885	56.647	99.813	99.893	99.994
Geobacillus_sp_12AMOR1_genomic	27.083	26.291	0.0	1.799	1.676	1.313	4.850	19.001	19.892	13.492	13.663	0.423	3.612	0.0	24.575	11.251	18.747	92.116	96.640	99.834
Geoglobus_acetivorans_SBH6_genomic	0.302	0.296	0.0	0.0	0.0	0.0	0.0	0.354	0.087	0.125	0.125	0.0	0.059	0.0	0.272	0.160	0.178	11.085	46.084	53.402
Geoglobus_ahangari_strain_234_genomic	27.017	26.988	0.0	0.060	0.060	0.0	1.086	15.757	14.386	12.148	12.223	0.0	1.493	0.0	24.789	10.701	18.971	84.023	93.116	98.935
Gillisia_sp_Hel1_33_143_genomic	20.288	20.272	0.0	0.219	0.219	0.117	0.576	12.384	12.199	7.627	7.467	0.086	1.294	0.0	17.826	5.292	13.570	81.984	91.444	98.561
Glaciecola_nitratireducens_FR1064_genomic	99.262	99.251	0.086	99.531	99.507	99.367	95.975	99.397	99.510	99.239	99.244	94.144	94.846	0.0	99.337	99.286	99.414	100.000	99.994	100.000
Glaciecola_sp_4H_3_7_YE_5_genomic	97.943	97.970	0.0	86.176	85.258	82.300	93.888	94.973	97.813	96.320	96.354	33.896	69.738	0.0	97.598	95.424	97.494	99.999	99.963	99.999
Gramella_forsetii_KT0803_genomic	72.965	73.042	0.0	6.198	5.931	2.995	25.094	49.443	62.277	48.374	48.443	0.114	9.064	0.0	69.414	36.139	47.357	98.893	99.374	99.993
Gramella_sp_LPB0144_genomic	25.187	25.141	0.0	0.207	0.207	0.079	1.620	14.904	15.147	11.003	11.000	0.039	2.530	0.0	22.792	8.197	17.148	83.692	93.185	99.175
Gramella_sp_MAR_2010_102_genomic	94.956	95.010	0.038	50.678	49.398	40.671	83.760	84.751	93.521	89.406	89.507	4.181	25.161	0.0	93.986	82.494	82.615	99.971	99.955	99.998
Gramella_sp_MAR_2010_147_genomic	0.025	0.030	0.0	0.015	0.0	0.0	0.0	0.036	0.004	0.0	0.0	0.0	0.025	0.0	0.021	0.004	0.025	0.879	17.201	18.135
Hahella_chejuensis_KCTC_2396_genomic	98.680	98.670	0.082	98.188	98.115	97.584	94.606	98.482	98.808	98.384	98.371	86.745	84.905	0.0	98.578	98.383	98.624	99.999	99.994	99.999
Halanaeroarchaeum_sulfurireducens_strain_M27_SA2_genomic	1.084	1.073	0.0	0.0	0.0	0.0	0.0	0.916	0.272	0.237	0.262	0.0	0.070	0.0	0.870	0.226	0.599	26.663	62.112	74.152
Haliangium_ochraceum_DSM_14365_genomic	95.380	95.456	0.030	77.900	76.706	72.003	92.553	91.626	95.364	92.327	92.225	16.501	92.053	0.0	94.787	100.000	92.384	99.997	99.994	99.999
Haloarcula_hispanica_ATCC_33960_genomic	18.677	18.477	0.0	0.123	0.123	0.040	1.483	10.480	12.147	8.568	8.546	0.0	1.503	0.0	15.890	5.932	11.689	59.496	81.912	93.349
Haloarcula_sp_CBA1115_genomic	15.194	15.350	0.0	0.162	0.158	0.077	1.140	8.554	9.198	6.847	6.719	0.0	1.465	0.0	13.198	4.952	9.715	52.463	79.458	91.063
Haloferax_gibbonsii_strain_ARA6_genomic	7.724	7.682	0.0	0.042	0.042	0.028	0.103	6.064	4.538	2.287	2.203	0.0	0.591	0.0	6.046	1.655	4.413	64.838	84.528	94.811
Haloferax_mediterranei_ATCC_33500_genomic	94.971	95.162	0.0	35.785	34.730	27.149	75.400	79.634	91.298	87.394	87.512	1.798	23.074	0.0	94.200	78.386	74.771	99.893	99.805	99.993
Halogeometricum_borinquense_DSM_11551_genomic	2.388	2.380	0.0	0.0	0.0	0.0	0.018	1.955	0.883	0.548	0.568	0.0	0.274	0.0	1.970	0.504	1.332	36.270	68.913	81.620
Halolamina_sediminis_strain_Hb3_genomic	93.371	93.390	1.659	99.196	99.151	99.008	98.368	99.083	99.048	98.840	98.821	96.195	100.000	0.0	98.916	98.734	99.018	100.000	99.999	100.000
Halolamina_sediminis_strain_halo7_genomic	2.965	2.940	0.0	0.0	0.0	0.0	0.027	2.010	1.423	0.804	0.745	0.0	0.315	0.0	2.001	0.724	1.455	43.091	73.295	86.081
Halomonas_elongata_DSM_2581_genomic	0.511	0.489	0.0	0.0	0.0	0.0	0.002	0.433	0.253	0.136	0.137	0.0	0.020	0.0	0.331	0.126	0.250	20.175	56.962	66.565
